gene_name	chrom	arm	start	end	strand	gene_id
DALRD3	chr3	p	49052921	49059726	-	ENSG00000178149.12
NDUFAF3	chr3	p	49057892	49060928	+	ENSG00000178057.10
IMPDH2	chr3	p	49061758	49066841	-	ENSG00000178035.7
QRICH1	chr3	p	49067140	49131796	-	ENSG00000198218.6
QARS	chr3	p	49133365	49142553	-	ENSG00000172053.10
USP19	chr3	p	49145479	49158371	-	ENSG00000172046.14
LAMB2	chr3	p	49158547	49170551	-	ENSG00000172037.9
CCDC71	chr3	p	49199968	49203754	-	ENSG00000177352.9
KLHDC8B	chr3	p	49209044	49213917	+	ENSG00000185909.10
C3orf84	chr3	p	49215065	49229291	-	ENSG00000236980.5
CCDC36	chr3	p	49235861	49295537	+	ENSG00000173421.12
RP11-3B7.1	chr3	p	49297518	49298744	+	ENSG00000225399.3
C3orf62	chr3	p	49306035	49315342	-	ENSG00000188315.3
USP4	chr3	p	49315264	49378145	-	ENSG00000114316.8
GPX1	chr3	p	49394609	49396033	-	ENSG00000233276.2
RHOA	chr3	p	49396578	49450431	-	ENSG00000067560.6
TCTA	chr3	p	49449639	49453908	+	ENSG00000145022.4
AMT	chr3	p	49454211	49460186	-	ENSG00000145020.10
NICN1	chr3	p	49460379	49466759	-	ENSG00000145029.7
DAG1	chr3	p	49506146	49573048	+	ENSG00000173402.7
BSN	chr3	p	49591922	49708978	+	ENSG00000164061.4
APEH	chr3	p	49711435	49721396	+	ENSG00000164062.8
MST1	chr3	p	49721380	49726934	-	ENSG00000173531.11
RNF123	chr3	p	49726932	49758962	+	ENSG00000164068.11
AMIGO3	chr3	p	49754267	49761349	-	ENSG00000176020.7
GMPPB	chr3	p	49754277	49761384	-	ENSG00000173540.8
IP6K1	chr3	p	49761727	49823975	-	ENSG00000176095.7
CDHR4	chr3	p	49828165	49837268	-	ENSG00000187492.4
FAM212A	chr3	p	49840687	49842463	+	ENSG00000185614.4
UBA7	chr3	p	49842640	49851379	-	ENSG00000182179.6
TRAIP	chr3	p	49866034	49894007	-	ENSG00000183763.4
CAMKV	chr3	p	49895421	49907655	-	ENSG00000164076.12
MST1R	chr3	p	49924435	49941299	-	ENSG00000164078.8
CTD-2330K9.3	chr3	p	49941278	49954370	+	ENSG00000228008.1
MON1A	chr3	p	49946302	49967606	-	ENSG00000164077.9
RBM6	chr3	p	49977440	50137478	+	ENSG00000004534.10
RBM5	chr3	p	50126341	50156454	+	ENSG00000003756.12
SEMA3F	chr3	p	50192478	50226508	+	ENSG00000001617.7
GNAT1	chr3	p	50229045	50233949	+	ENSG00000114349.5
GNAI2	chr3	p	50263724	50296787	+	ENSG00000114353.12
LSMEM2	chr3	p	50316458	50325545	+	ENSG00000179564.3
IFRD2	chr3	p	50325163	50330349	-	ENSG00000214706.6
HYAL3	chr3	p	50330262	50336899	-	ENSG00000186792.11
NAT6	chr3	p	50333833	50336852	-	ENSG00000243477.1
HYAL1	chr3	p	50337320	50349812	-	ENSG00000114378.12
HYAL2	chr3	p	50355221	50360337	-	ENSG00000068001.9
TUSC2	chr3	p	50357458	50365682	-	ENSG00000114383.5
RASSF1	chr3	p	50367219	50378411	-	ENSG00000068028.13
ZMYND10	chr3	p	50378541	50384283	-	ENSG00000004838.9
NPRL2	chr3	p	50384761	50388522	-	ENSG00000114388.8
CYB561D2	chr3	p	50388126	50395891	+	ENSG00000114395.6
XXcos-LUCA11.5	chr3	p	50388323	50405354	+	ENSG00000272104.1
TMEM115	chr3	p	50392180	50397041	-	ENSG00000126062.3
CACNA2D2	chr3	p	50400233	50541675	-	ENSG00000007402.7
C3orf18	chr3	p	50595462	50608458	-	ENSG00000088543.10
HEMK1	chr3	p	50606583	50622366	+	ENSG00000114735.5
CISH	chr3	p	50643921	50649262	-	ENSG00000114737.11
MAPKAPK3	chr3	p	50648951	50686720	+	ENSG00000114738.6
DOCK3	chr3	p	50712672	51421629	+	ENSG00000088538.12
MANF	chr3	p	51422478	51426828	+	ENSG00000145050.11
RBM15B	chr3	p	51428731	51435330	+	ENSG00000179837.6
VPRBP	chr3	p	51433298	51534010	-	ENSG00000145041.11
RAD54L2	chr3	p	51575160	51702683	+	ENSG00000164080.9
TEX264	chr3	p	51696709	51738339	+	ENSG00000164081.8
GRM2	chr3	p	51741086	51752629	+	ENSG00000164082.10
IQCF6	chr3	p	51812580	51813009	-	ENSG00000214686.3
IQCF3	chr3	p	51851620	51864876	+	ENSG00000229972.3
IQCF2	chr3	p	51895645	51897440	+	ENSG00000184345.4
IQCF5	chr3	p	51907737	51909600	-	ENSG00000214681.3
IQCF1	chr3	p	51928892	51937351	-	ENSG00000173389.11
RRP9	chr3	p	51967446	51975957	-	ENSG00000114767.6
PARP3	chr3	p	51976361	51982883	+	ENSG00000041880.10
GPR62	chr3	p	51989330	51991509	+	ENSG00000180929.4
PCBP4	chr3	p	51991470	52002426	-	ENSG00000090097.16
RP11-155D18.14	chr3	p	51994317	52008032	-	ENSG00000272762.1
ABHD14B	chr3	p	52002526	52017425	-	ENSG00000114779.15
ABHD14A	chr3	p	52005442	52015212	+	ENSG00000248487.4
ACY1	chr3	p	52009066	52023213	+	ENSG00000243989.3
ABHD14A-ACY1	chr3	p	52009066	52023199	+	ENSG00000114786.11
RPL29	chr3	p	52027616	52029958	-	ENSG00000162244.6
DUSP7	chr3	p	52082935	52090566	-	ENSG00000164086.8
LINC00696	chr3	p	52097076	52097567	-	ENSG00000256097.1
POC1A	chr3	p	52109269	52188706	-	ENSG00000164087.3
ALAS1	chr3	p	52232102	52248343	+	ENSG00000023330.10
TLR9	chr3	p	52255096	52273183	-	ENSG00000239732.2
TLR9	chr3	p	52255097	52265206	-	ENSG00000173366.11
TWF2	chr3	p	52262626	52273276	-	ENSG00000247596.4
PPM1M	chr3	p	52279841	52284613	+	ENSG00000164088.13
WDR82	chr3	p	52288437	52322036	-	ENSG00000164091.7
GLYCTK	chr3	p	52321105	52329272	+	ENSG00000168237.13
DNAH1	chr3	p	52350335	52434507	+	ENSG00000114841.13
BAP1	chr3	p	52435029	52444366	-	ENSG00000163930.5
PHF7	chr3	p	52444673	52457657	+	ENSG00000010318.15
SEMA3G	chr3	p	52467069	52479101	-	ENSG00000010319.2
TNNC1	chr3	p	52485118	52488086	-	ENSG00000114854.3
NISCH	chr3	p	52489134	52527087	+	ENSG00000010322.11
STAB1	chr3	p	52529354	52558511	+	ENSG00000010327.6
NT5DC2	chr3	p	52558386	52569070	-	ENSG00000168268.6
SMIM4	chr3	p	52568029	52613253	+	ENSG00000168273.3
PBRM1	chr3	p	52579368	52719933	-	ENSG00000163939.14
GNL3	chr3	p	52715172	52728508	+	ENSG00000163938.12
GLT8D1	chr3	p	52728505	52740048	-	ENSG00000016864.12
SPCS1	chr3	p	52738971	52742182	+	ENSG00000114902.9
NEK4	chr3	p	52744800	52804965	-	ENSG00000114904.8
ITIH1	chr3	p	52811603	52826078	+	ENSG00000055957.6
ITIH3	chr3	p	52828784	52843025	+	ENSG00000162267.8
ITIH4	chr3	p	52846991	52865495	-	ENSG00000055955.11
RP5-966M1.6	chr3	p	52847298	52869745	-	ENSG00000243696.4
MUSTN1	chr3	p	52867130	52869235	-	ENSG00000272573.1
TMEM110-MUSTN1	chr3	p	52867137	52931578	-	ENSG00000248592.3
TMEM110	chr3	p	52870235	52931612	-	ENSG00000213533.7
SFMBT1	chr3	p	52937588	53080766	-	ENSG00000163935.9
RP11-894J14.5	chr3	p	53003135	53133469	-	ENSG00000272305.1
RFT1	chr3	p	53122499	53164478	-	ENSG00000163933.5
PRKCD	chr3	p	53190025	53226733	+	ENSG00000163932.9
TKT	chr3	p	53258723	53290068	-	ENSG00000163931.11
DCP1A	chr3	p	53317447	53381654	-	ENSG00000162290.12
CACNA1D	chr3	p	53528683	53847760	+	ENSG00000157388.9
CHDH	chr3	p	53846362	53880417	-	ENSG00000016391.6
IL17RB	chr3	p	53880607	53899827	+	ENSG00000056736.5
ACTR8	chr3	p	53901093	53916229	-	ENSG00000113812.9
SELK	chr3	p	53918437	53926015	-	ENSG00000113811.6
CACNA2D3	chr3	p	54156574	55108584	+	ENSG00000157445.10
LRTM1	chr3	p	54952264	55001115	-	ENSG00000144771.7
WNT5A	chr3	p	55499743	55523973	-	ENSG00000114251.9
ERC2	chr3	p	55542336	56502391	-	ENSG00000187672.8
CCDC66	chr3	p	56591189	56655846	+	ENSG00000180376.12
FAM208A	chr3	p	56654161	56717265	-	ENSG00000163946.9
ARHGEF3	chr3	p	56761446	57113357	-	ENSG00000163947.7
SPATA12	chr3	p	57094469	57109460	+	ENSG00000186451.1
IL17RD	chr3	p	57124010	57204334	-	ENSG00000144730.12
HESX1	chr3	p	57231944	57260549	-	ENSG00000163666.4
APPL1	chr3	p	57261765	57307496	+	ENSG00000157500.6
ASB14	chr3	p	57302375	57326710	-	ENSG00000239388.4
DNAH12	chr3	p	57327727	57530071	-	ENSG00000174844.10
PDE12	chr3	p	57542003	57552571	+	ENSG00000174840.8
ARF4	chr3	p	57557090	57583947	-	ENSG00000168374.6
DENND6A	chr3	p	57611184	57678816	-	ENSG00000174839.8
SLMAP	chr3	p	57741177	57914895	+	ENSG00000163681.10
FLNB	chr3	p	57994127	58157982	+	ENSG00000136068.10
DNASE1L3	chr3	p	58177984	58200424	-	ENSG00000163687.9
ABHD6	chr3	p	58223233	58281420	+	ENSG00000163686.9
RPP14	chr3	p	58291974	58310422	+	ENSG00000163684.7
RPP14	chr3	p	58303341	58303847	+	ENSG00000255154.3
PXK	chr3	p	58318607	58411748	+	ENSG00000168297.11
PDHB	chr3	p	58413357	58419584	-	ENSG00000168291.8
KCTD6	chr3	p	58477841	58488087	+	ENSG00000168301.8
ACOX2	chr3	p	58490863	58523046	-	ENSG00000168306.8
FAM107A	chr3	p	58549844	58613337	-	ENSG00000168309.12
FAM3D	chr3	p	58619673	58652575	-	ENSG00000198643.2
C3orf67	chr3	p	58703092	59035810	-	ENSG00000163689.14
FHIT	chr3	p	59735036	61237133	-	ENSG00000189283.5
NPCDR1	chr3	p	59957215	59957583	-	ENSG00000269415.1
PTPRG	chr3	p	61547243	62283288	+	ENSG00000144724.14
C3orf14	chr3	p	62304648	62321888	+	ENSG00000114405.6
FEZF2	chr3	p	62355356	62359999	-	ENSG00000153266.8
CADPS	chr3	p	62384022	62861054	-	ENSG00000163618.13
SYNPR	chr3	p	63213991	63602597	+	ENSG00000163630.6
SNTN	chr3	p	63638344	63664696	+	ENSG00000188817.3
C3orf49	chr3	p	63805038	63834312	+	ENSG00000163632.8
THOC7	chr3	p	63819546	63849579	-	ENSG00000163634.7
ATXN7	chr3	p	63850233	63989138	+	ENSG00000163635.13
PSMD6	chr3	p	63996225	64009658	-	ENSG00000163636.6
PRICKLE2	chr3	p	64079543	64431152	-	ENSG00000163637.7
ADAMTS9	chr3	p	64501333	64673676	-	ENSG00000163638.9
MAGI1	chr3	p	65339200	66024509	-	ENSG00000151276.19
SLC25A26	chr3	p	66119285	66438540	+	ENSG00000144741.13
LRIG1	chr3	p	66429221	66551687	-	ENSG00000144749.9
KBTBD8	chr3	p	67048727	67061634	+	ENSG00000163376.7
SUCLG2	chr3	p	67410884	67705038	-	ENSG00000172340.10
FAM19A1	chr3	p	68053359	68594776	+	ENSG00000183662.6
FAM19A4	chr3	p	68780917	68981761	-	ENSG00000163377.10
EOGT	chr3	p	69024365	69063112	-	ENSG00000163378.9
TMF1	chr3	p	69068978	69101484	-	ENSG00000144747.10
UBA3	chr3	p	69103881	69129559	-	ENSG00000144744.12
ARL6IP5	chr3	p	69134095	69155217	+	ENSG00000144746.6
LMOD3	chr3	p	69156023	69172183	-	ENSG00000163380.11
FRMD4B	chr3	p	69219141	69591734	-	ENSG00000114541.10
MITF	chr3	p	69788586	70017488	+	ENSG00000187098.10
FOXP1	chr3	p	71003844	71633140	-	ENSG00000114861.14
EIF4E3	chr3	p	71724567	71803924	-	ENSG00000163412.8
GPR27	chr3	p	71803201	71805647	+	ENSG00000170837.2
PROK2	chr3	p	71820807	71834357	-	ENSG00000163421.4
RYBP	chr3	p	72420976	72496069	-	ENSG00000163602.9
SHQ1	chr3	p	72798428	72911065	-	ENSG00000144736.9
GXYLT2	chr3	p	72937224	73047289	+	ENSG00000172986.8
PPP4R2	chr3	p	73045936	73118350	+	ENSG00000163605.10
EBLN2	chr3	p	73110810	73112488	+	ENSG00000255423.1
PDZRN3	chr3	p	73431584	73674091	-	ENSG00000121440.10
CNTN3	chr3	p	74311719	74570291	-	ENSG00000113805.8
FRG2C	chr3	p	75713481	75716371	+	ENSG00000172969.3
ZNF717	chr3	p	75758794	75834734	-	ENSG00000227124.4
ROBO2	chr3	p	75955846	77699115	+	ENSG00000185008.13
ROBO1	chr3	p	78646390	79816965	-	ENSG00000169855.15
GBE1	chr3	p	81538850	81811312	-	ENSG00000114480.8
CADM2	chr3	p	85008132	86123579	+	ENSG00000175161.9
VGLL3	chr3	p	86987119	87040269	-	ENSG00000206538.3
CHMP2B	chr3	p	87276421	87304698	+	ENSG00000083937.4
POU1F1	chr3	p	87308554	87325737	-	ENSG00000064835.6
HTR1F	chr3	p	88039846	88042919	+	ENSG00000179097.4
CGGBP1	chr3	p	88101094	88199035	-	ENSG00000163320.6
RP11-159G9.5	chr3	p	88108424	88188123	+	ENSG00000229729.3
ZNF654	chr3	p	88188254	88193815	+	ENSG00000175105.5
C3orf38	chr3	p	88198893	88217879	+	ENSG00000179021.5
EPHA3	chr3	p	89156674	89531284	+	ENSG00000044524.6
PROS1	chr3	q	93591881	93692910	-	ENSG00000184500.10
ARL13B	chr3	q	93698983	93774512	+	ENSG00000169379.11
STX19	chr3	q	93733213	93747454	-	ENSG00000178750.2
DHFRL1	chr3	q	93766680	93782233	-	ENSG00000178700.3
NSUN3	chr3	q	93781760	93847389	+	ENSG00000178694.5
MTRNR2L12	chr3	q	96335981	96337000	-	ENSG00000269028.2
EPHA6	chr3	q	96533425	97471304	+	ENSG00000080224.13
ARL6	chr3	q	97483365	97519953	+	ENSG00000113966.5
CRYBG3	chr3	q	97540884	97594132	+	ENSG00000233280.2
CRYBG3	chr3	q	97595819	97663810	+	ENSG00000080200.5
MINA	chr3	q	97660662	97691301	-	ENSG00000170854.13
OR5AC2	chr3	q	97806017	97806946	+	ENSG00000196578.4
OR5H1	chr3	q	97851542	97852483	+	ENSG00000231192.1
OR5H14	chr3	q	97868170	97869249	+	ENSG00000236032.2
OR5H15	chr3	q	97887544	97888485	+	ENSG00000233412.2
OR5H6	chr3	q	97983088	97984200	+	ENSG00000230301.3
OR5H2	chr3	q	98001732	98002676	+	ENSG00000197938.4
OR5K4	chr3	q	98072698	98073663	+	ENSG00000196098.2
OR5K3	chr3	q	98109510	98110475	+	ENSG00000206536.1
OR5K1	chr3	q	98188324	98189420	+	ENSG00000232382.1
OR5K2	chr3	q	98216448	98217496	+	ENSG00000231861.1
CLDND1	chr3	q	98216756	98241910	-	ENSG00000080822.12
CPOX	chr3	q	98239976	98312567	-	ENSG00000080819.2
GPR15	chr3	q	98250743	98251960	+	ENSG00000154165.3
ST3GAL6	chr3	q	98451080	98540045	+	ENSG00000064225.8
DCBLD2	chr3	q	98514785	98620533	-	ENSG00000057019.11
COL8A1	chr3	q	99357319	99518070	+	ENSG00000144810.11
CMSS1	chr3	q	99536678	99897447	+	ENSG00000184220.6
FILIP1L	chr3	q	99548985	99833357	-	ENSG00000168386.14
TMEM30C	chr3	q	99904531	99913035	+	ENSG00000235156.3
TBC1D23	chr3	q	99979844	100044095	+	ENSG00000036054.8
NIT2	chr3	q	100053545	100075710	+	ENSG00000114021.7
TOMM70A	chr3	q	100082275	100120242	-	ENSG00000154174.7
LNP1	chr3	q	100120037	100175163	+	ENSG00000206535.3
TMEM45A	chr3	q	100211463	100296288	+	ENSG00000181458.6
GPR128	chr3	q	100328433	100414323	+	ENSG00000144820.3
TFG	chr3	q	100428205	100467810	+	ENSG00000114354.8
ABI3BP	chr3	q	100468000	100712359	-	ENSG00000154175.12
IMPG2	chr3	q	100941390	101039404	-	ENSG00000081148.11
SENP7	chr3	q	101043049	101232085	-	ENSG00000138468.11
TRMT10C	chr3	q	101280706	101285290	+	ENSG00000174173.6
PCNP	chr3	q	101292939	101313281	+	ENSG00000081154.7
ZBTB11	chr3	q	101367733	101396339	-	ENSG00000066422.4
RPL24	chr3	q	101399935	101405626	-	ENSG00000114391.8
CEP97	chr3	q	101442769	101489406	+	ENSG00000182504.6
NXPE3	chr3	q	101498046	101547073	+	ENSG00000144815.10
NFKBIZ	chr3	q	101546835	101579866	+	ENSG00000144802.7
ZPLD1	chr3	q	101818088	102198685	+	ENSG00000170044.4
ALCAM	chr3	q	105085753	105295744	+	ENSG00000170017.8
CBLB	chr3	q	105374305	105588396	-	ENSG00000114423.14
CCDC54	chr3	q	107096188	107097481	+	ENSG00000138483.1
BBX	chr3	q	107241783	107530171	+	ENSG00000114439.14
CD47	chr3	q	107762145	107809872	-	ENSG00000196776.10
IFT57	chr3	q	107879659	107941417	-	ENSG00000114446.4
HHLA2	chr3	q	108015376	108097132	+	ENSG00000114455.9
MYH15	chr3	q	108099216	108248169	-	ENSG00000144821.5
KIAA1524	chr3	q	108268716	108308491	-	ENSG00000163507.9
DZIP3	chr3	q	108308529	108413693	+	ENSG00000198919.8
RETNLB	chr3	q	108462271	108476231	-	ENSG00000163515.6
TRAT1	chr3	q	108541545	108573852	+	ENSG00000163519.9
GUCA1C	chr3	q	108626639	108672742	-	ENSG00000138472.6
MORC1	chr3	q	108677086	108836989	-	ENSG00000114487.5
DPPA2	chr3	q	109012635	109035364	-	ENSG00000163530.4
DPPA4	chr3	q	109044988	109056419	-	ENSG00000121570.8
RP11-553A10.1	chr3	q	110607231	110612323	-	ENSG00000206532.2
PVRL3	chr3	q	110788918	110994410	+	ENSG00000177707.6
CD96	chr3	q	111011566	111384597	+	ENSG00000153283.8
ZBED2	chr3	q	111311747	111314290	-	ENSG00000177494.5
PLCXD2	chr3	q	111393523	111565294	+	ENSG00000240891.2
PHLDB2	chr3	q	111451344	111695364	+	ENSG00000144824.15
ABHD10	chr3	q	111697857	111712210	+	ENSG00000144827.4
TAGLN3	chr3	q	111717511	111732734	+	ENSG00000144834.8
TMPRSS7	chr3	q	111753690	111800116	+	ENSG00000176040.9
C3orf52	chr3	q	111805182	111849851	+	ENSG00000114529.8
GCSAM	chr3	q	111839688	111852152	-	ENSG00000174500.8
SLC9C1	chr3	q	111859734	112013105	-	ENSG00000172139.10
CD200	chr3	q	112051194	112081659	+	ENSG00000091972.14
BTLA	chr3	q	112182815	112218408	-	ENSG00000186265.5
ATG3	chr3	q	112251356	112280893	-	ENSG00000144848.6
SLC35A5	chr3	q	112280556	112304424	+	ENSG00000138459.4
CCDC80	chr3	q	112323407	112368377	-	ENSG00000091986.11
CD200R1L	chr3	q	112534556	112565703	-	ENSG00000206531.6
CD200R1	chr3	q	112640056	112693969	-	ENSG00000163606.6
GTPBP8	chr3	q	112709765	112733907	+	ENSG00000163607.10
C3orf17	chr3	q	112721287	112738708	-	ENSG00000163608.10
BOC	chr3	q	112929850	113006303	+	ENSG00000144857.10
WDR52	chr3	q	113005777	113160457	-	ENSG00000206530.4
SPICE1	chr3	q	113161565	113234034	-	ENSG00000163611.7
SIDT1	chr3	q	113251143	113348425	+	ENSG00000072858.6
KIAA2018	chr3	q	113367232	113415493	-	ENSG00000176542.5
NAA50	chr3	q	113435307	113465147	-	ENSG00000121579.8
ATP6V1A	chr3	q	113465866	113530903	+	ENSG00000114573.5
GRAMD1C	chr3	q	113547029	113666021	+	ENSG00000178075.15
ZDHHC23	chr3	q	113666748	113684248	+	ENSG00000184307.9
KIAA1407	chr3	q	113682984	113775460	-	ENSG00000163617.6
QTRTD1	chr3	q	113724680	113807269	+	ENSG00000151576.6
DRD3	chr3	q	113847499	113918254	-	ENSG00000151577.8
ZNF80	chr3	q	113953483	113956425	-	ENSG00000174255.5
TIGIT	chr3	q	113995760	114029135	+	ENSG00000181847.7
ZBTB20	chr3	q	114056941	114866118	-	ENSG00000181722.11
GAP43	chr3	q	115342171	115440337	+	ENSG00000172020.8
LSAMP	chr3	q	115521235	117716095	-	ENSG00000185565.7
IGSF11	chr3	q	118619404	118864915	-	ENSG00000144847.8
C3orf30	chr3	q	118864997	118878889	+	ENSG00000163424.4
RP11-484M3.5	chr3	q	118866222	118906654	+	ENSG00000251012.1
UPK1B	chr3	q	118892364	118924000	+	ENSG00000114638.3
B4GALT4	chr3	q	118930579	118959950	-	ENSG00000121578.8
ARHGAP31	chr3	q	119013220	119139561	+	ENSG00000031081.6
TMEM39A	chr3	q	119148347	119187677	-	ENSG00000176142.8
POGLUT1	chr3	q	119187785	119213555	+	ENSG00000163389.6
TIMMDC1	chr3	q	119217379	119243937	+	ENSG00000113845.5
CD80	chr3	q	119243140	119278449	-	ENSG00000121594.7
ADPRH	chr3	q	119298115	119308792	+	ENSG00000144843.7
PLA1A	chr3	q	119316689	119348658	+	ENSG00000144837.4
POPDC2	chr3	q	119355304	119384171	-	ENSG00000121577.9
COX17	chr3	q	119373360	119396301	-	ENSG00000138495.2
MAATS1	chr3	q	119421869	119485949	+	ENSG00000183833.12
NR1I2	chr3	q	119499331	119537332	+	ENSG00000144852.12
GSK3B	chr3	q	119540170	119813264	-	ENSG00000082701.10
GPR156	chr3	q	119883492	120003941	-	ENSG00000175697.6
LRRC58	chr3	q	120043356	120068186	-	ENSG00000163428.3
FSTL1	chr3	q	120111140	120170100	-	ENSG00000163430.5
NDUFB4	chr3	q	120315156	120321347	+	ENSG00000065518.7
HGD	chr3	q	120347020	120401418	-	ENSG00000113924.7
RABL3	chr3	q	120405528	120461840	-	ENSG00000144840.4
GTF2E1	chr3	q	120461484	120501916	+	ENSG00000153767.5
STXBP5L	chr3	q	120626919	121143608	+	ENSG00000145087.8
POLQ	chr3	q	121150278	121264853	-	ENSG00000051341.9
ARGFX	chr3	q	121289551	121305481	+	ENSG00000186103.3
FBXO40	chr3	q	121311966	121349139	+	ENSG00000163833.6
HCLS1	chr3	q	121350246	121379774	-	ENSG00000180353.6
GOLGB1	chr3	q	121382046	121468602	-	ENSG00000173230.11
IQCB1	chr3	q	121488610	121553926	-	ENSG00000173226.12
EAF2	chr3	q	121554030	121605373	+	ENSG00000145088.4
SLC15A2	chr3	q	121612936	121662949	+	ENSG00000163406.6
ILDR1	chr3	q	121706170	121741051	-	ENSG00000145103.8
CD86	chr3	q	121774213	121839983	+	ENSG00000114013.11
CASR	chr3	q	121902530	122005342	+	ENSG00000036828.9
CSTA	chr3	q	122044091	122060819	+	ENSG00000121552.3
CCDC58	chr3	q	122078438	122102078	-	ENSG00000160124.5
FAM162A	chr3	q	122103023	122131181	+	ENSG00000114023.11
WDR5B	chr3	q	122130715	122134882	-	ENSG00000196981.2
KPNA1	chr3	q	122140796	122233792	-	ENSG00000114030.8
PARP9	chr3	q	122246771	122283424	-	ENSG00000138496.12
DTX3L	chr3	q	122283085	122294050	+	ENSG00000163840.5
PARP15	chr3	q	122296449	122357894	+	ENSG00000173200.8
PARP14	chr3	q	122399465	122449687	+	ENSG00000173193.9
HSPBAP1	chr3	q	122458846	122512671	-	ENSG00000169087.6
DIRC2	chr3	q	122513642	122599986	+	ENSG00000138463.8
SEMA5B	chr3	q	122628041	122747452	-	ENSG00000082684.10
PDIA5	chr3	q	122785909	122944074	+	ENSG00000065485.13
SEC22A	chr3	q	122920774	122992977	+	ENSG00000121542.7
ADCY5	chr3	q	123001143	123168605	-	ENSG00000173175.10
PTPLB	chr3	q	123209667	123304032	-	ENSG00000206527.5
MYLK	chr3	q	123328896	123603178	-	ENSG00000065534.14
CCDC14	chr3	q	123616152	123680564	-	ENSG00000175455.10
ROPN1	chr3	q	123687368	123711025	-	ENSG00000065371.13
KALRN	chr3	q	123798870	124445172	+	ENSG00000160145.11
UMPS	chr3	q	124449213	124464040	+	ENSG00000114491.9
ITGB5	chr3	q	124480795	124620265	-	ENSG00000082781.7
MUC13	chr3	q	124624289	124672663	-	ENSG00000173702.3
HEG1	chr3	q	124684554	124774802	-	ENSG00000173706.8
SLC12A8	chr3	q	124801480	124998021	-	ENSG00000221955.6
ZNF148	chr3	q	124944405	125094198	-	ENSG00000163848.14
SNX4	chr3	q	125165495	125239041	-	ENSG00000114520.6
OSBPL11	chr3	q	125247702	125313934	-	ENSG00000144909.7
ALG1L	chr3	q	125648118	125655882	-	ENSG00000189366.5
ROPN1B	chr3	q	125687987	125702297	+	ENSG00000114547.5
SLC41A3	chr3	q	125725198	125820404	-	ENSG00000114544.11
ALDH1L1	chr3	q	125822412	125916837	-	ENSG00000144908.9
KLF15	chr3	q	126061478	126076285	-	ENSG00000163884.3
CCDC37	chr3	q	126113782	126155399	+	ENSG00000163885.7
ZXDC	chr3	q	126156444	126194762	-	ENSG00000070476.10
UROC1	chr3	q	126200124	126236616	-	ENSG00000159650.4
CHST13	chr3	q	126243126	126262134	+	ENSG00000180767.5
C3orf22	chr3	q	126245842	126277808	-	ENSG00000180697.4
TXNRD3	chr3	q	126290622	126373998	-	ENSG00000197763.8
TXNRD3NB	chr3	q	126290625	126327398	-	ENSG00000206483.4
CHCHD6	chr3	q	126423063	126679249	+	ENSG00000159685.6
PLXNA1	chr3	q	126707437	126756235	+	ENSG00000114554.7
C3orf56	chr3	q	126911974	126917025	+	ENSG00000214324.1
TPRA1	chr3	q	127291912	127317094	-	ENSG00000163870.10
MCM2	chr3	q	127317066	127341276	+	ENSG00000073111.9
PODXL2	chr3	q	127348024	127391652	+	ENSG00000114631.10
ABTB1	chr3	q	127391778	127399768	+	ENSG00000114626.13
MGLL	chr3	q	127407909	127542051	-	ENSG00000074416.9
KBTBD12	chr3	q	127634075	127706514	+	ENSG00000187715.9
SEC61A1	chr3	q	127770484	127790526	+	ENSG00000058262.5
RUVBL1	chr3	q	127783621	127872757	-	ENSG00000175792.7
EEFSEC	chr3	q	127872297	128127485	+	ENSG00000132394.6
DNAJB8	chr3	q	128181282	128186091	-	ENSG00000179407.3
GATA2	chr3	q	128198270	128212028	-	ENSG00000179348.7
C3orf27	chr3	q	128290843	128294929	-	ENSG00000198685.2
RPN1	chr3	q	128338817	128399918	-	ENSG00000163902.7
RAB7A	chr3	q	128444965	128533639	+	ENSG00000075785.8
ACAD9	chr3	q	128598439	128634910	+	ENSG00000177646.13
KIAA1257	chr3	q	128628709	128721533	-	ENSG00000114656.6
RP11-723O4.6	chr3	q	128628717	128690173	-	ENSG00000187695.6
EFCC1	chr3	q	128720472	128759585	+	ENSG00000114654.6
GP9	chr3	q	128779610	128781249	+	ENSG00000169704.4
RAB43	chr3	q	128806412	128841644	-	ENSG00000172780.12
ISY1-RAB43	chr3	q	128806418	128879879	-	ENSG00000261796.1
ISY1	chr3	q	128846258	128880136	-	ENSG00000240682.5
CNBP	chr3	q	128888327	128902765	-	ENSG00000169714.12
COPG1	chr3	q	128968449	128996614	+	ENSG00000181789.10
HMCES	chr3	q	128997671	129025029	+	ENSG00000183624.9
H1FX	chr3	q	129033615	129035120	-	ENSG00000184897.4
EFCAB12	chr3	q	129120164	129147494	-	ENSG00000172771.7
MBD4	chr3	q	129149787	129158878	-	ENSG00000129071.5
IFT122	chr3	q	129158968	129239198	+	ENSG00000163913.7
RHO	chr3	q	129247483	129254012	+	ENSG00000163914.4
H1FOO	chr3	q	129262057	129270310	+	ENSG00000178804.3
PLXND1	chr3	q	129274018	129325661	-	ENSG00000004399.8
TMCC1	chr3	q	129366635	129612419	-	ENSG00000172765.12
TRH	chr3	q	129693148	129696781	+	ENSG00000170893.3
COL6A5	chr3	q	130064359	130203688	+	ENSG00000172752.10
COL6A6	chr3	q	130279178	130396999	+	ENSG00000206384.6
